"","occurenceId","sourceTaxonName","targetTaxonName","interactionTypeName","localityContinent","localityCountry","roostCat1","bat","trophic","roost","X.N.A","usageKey_gbif","scientificName_gbif","rank_gbif","status_gbif","confidence_gbif","matchType_gbif","kingdom_gbif","phylum_gbif","order_gbif","family_gbif","genus_gbif","kingdomKey_gbif","phylumKey_gbif","classKey_gbif","orderKey_gbif","familyKey_gbif","genusKey_gbif","synonym_gbif","class_gbif","species_gbif","speciesKey_gbif","acceptedUsageKey_gbif","phylum_Expert","class_Expert","order_Expert","family_Expert","genus_Expert","species_Expert","canonicalName_Expert","authorship_Expert","scientificName_normalized_GBIF","key_GBIF","TaxonMatch_GBIF","confidence_GBIF","status_GBIF","rank_GBIF","kingdom_GBIF","phylum_GBIF","class_GBIF","order_GBIF","family_GBIF","genus_GBIF","species_GBIF","canonicalName_GBIF","authorship_GBIF","scientificName_normalized_Expert","key_GBIF.1"
"2867","GoodwinGreenhall1961-b221","Natalus tumidirostris Miller, 1900","Carollia perspicillata (Linnaeus, 1758)","co-roosts with","#N/A","Trinidad ","cave","yes",NA,NA,NA,2433176,"Carollia perspicillata (Linnaeus, 1758)","SPECIES","ACCEPTED",96,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Carollia",1,44,359,734,9366,2433174,FALSE,"Mammalia","Carollia perspicillata",2433176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868","GoodwinGreenhall1961-b221","Natalus tumidirostris Miller, 1900","Carollia perspicillata (Linnaeus, 1758)","co-roosts with","#N/A","Trinidad ","cave","yes",NA,NA,NA,2433176,"Carollia perspicillata (Linnaeus, 1758)","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Carollia",1,44,359,734,9366,2433174,FALSE,"Mammalia","Carollia perspicillata",2433176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2869","GoodwinGreenhall1961-b221","Natalus tumidirostris Miller, 1900","Carollia perspicillata (Linnaeus, 1758)","co-roosts with","#N/A","Trinidad ","cave","yes",NA,NA,NA,2433176,"Carollia perspicillata (Linnaeus, 1758)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Carollia",1,44,359,734,9366,2433174,FALSE,"Mammalia","Carollia perspicillata",2433176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870","GoodwinGreenhall1961-b221","Natalus tumidirostris Miller, 1900","Carollia perspicillata (Linnaeus, 1758)","co-roosts with","#N/A","Trinidad ","cave","yes",NA,NA,NA,2433176,"Carollia perspicillata (Linnaeus, 1758)","SPECIES","ACCEPTED",96,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Carollia",1,44,359,734,9366,2433174,FALSE,"Mammalia","Carollia perspicillata",2433176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2871","GoodwinGreenhall1961-b222","Natalus tumidirostris Miller, 1900","Desmodus rotundus (E.Geoffroy, 1810)","co-roosts with","#N/A","Trinidad ","cave","yes",NA,NA,NA,2433298,"Desmodus rotundus (E.Geoffroy, 1810)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Desmodus",1,44,359,734,9366,2433297,FALSE,"Mammalia","Desmodus rotundus",2433298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2872","GoodwinGreenhall1961-b222","Natalus tumidirostris Miller, 1900","Desmodus rotundus (E.Geoffroy, 1810)","co-roosts with","#N/A","Trinidad ","cave","yes",NA,NA,NA,2433298,"Desmodus rotundus (E.Geoffroy, 1810)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Desmodus",1,44,359,734,9366,2433297,FALSE,"Mammalia","Desmodus rotundus",2433298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873","GoodwinGreenhall1961-b222","Natalus tumidirostris Miller, 1900","Desmodus rotundus (E.Geoffroy, 1810)","co-roosts with","#N/A","Trinidad ","cave","yes",NA,NA,NA,2433298,"Desmodus rotundus (E.Geoffroy, 1810)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Desmodus",1,44,359,734,9366,2433297,FALSE,"Mammalia","Desmodus rotundus",2433298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2874","GoodwinGreenhall1961-b222","Natalus tumidirostris Miller, 1900","Desmodus rotundus (E.Geoffroy, 1810)","co-roosts with","#N/A","Trinidad ","cave","yes",NA,NA,NA,2433298,"Desmodus rotundus (E.Geoffroy, 1810)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Desmodus",1,44,359,734,9366,2433297,FALSE,"Mammalia","Desmodus rotundus",2433298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2875","GoodwinGreenhall1961-b222","Natalus tumidirostris Miller, 1900","Desmodus rotundus (E.Geoffroy, 1810)","co-roosts with","#N/A","Trinidad ","cave","yes",NA,NA,NA,2433298,"Desmodus rotundus (E.Geoffroy, 1810)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Desmodus",1,44,359,734,9366,2433297,FALSE,"Mammalia","Desmodus rotundus",2433298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876","GoodwinGreenhall1961-b222","Natalus tumidirostris Miller, 1900","Desmodus rotundus (E.Geoffroy, 1810)","co-roosts with","#N/A","Trinidad ","cave","yes",NA,NA,NA,2433298,"Desmodus rotundus (E.Geoffroy, 1810)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Desmodus",1,44,359,734,9366,2433297,FALSE,"Mammalia","Desmodus rotundus",2433298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877","GoodwinGreenhall1961-b223","Natalus tumidirostris Miller, 1900","Lonchorhina aurita Tomes, 1863","co-roosts with","#N/A","Trinidad ","cave","yes",NA,NA,NA,2433215,"Lonchorhina aurita Tomes, 1863","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Lonchorhina",1,44,359,734,9366,2433212,FALSE,"Mammalia","Lonchorhina aurita",2433215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878","GoodwinGreenhall1961-b223","Natalus tumidirostris Miller, 1900","Lonchorhina aurita Tomes, 1863","co-roosts with","#N/A","Trinidad ","cave","yes",NA,NA,NA,2433215,"Lonchorhina aurita Tomes, 1863","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Lonchorhina",1,44,359,734,9366,2433212,FALSE,"Mammalia","Lonchorhina aurita",2433215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879","GoodwinGreenhall1961-b223","Natalus tumidirostris Miller, 1900","Lonchorhina aurita Tomes, 1863","co-roosts with","#N/A","Trinidad ","cave","yes",NA,NA,NA,2433215,"Lonchorhina aurita Tomes, 1863","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Lonchorhina",1,44,359,734,9366,2433212,FALSE,"Mammalia","Lonchorhina aurita",2433215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2880","GoodwinGreenhall1961-b225","Myotis nigricans (Schinz, 1821)","Saccopteryx bilineata (Temminck, 1838)","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,5218731,"Saccopteryx bilineata (Temminck, 1838)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Emballonuridae","Saccopteryx",1,44,359,734,9615,2433096,FALSE,"Mammalia","Saccopteryx bilineata",5218731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2881","GoodwinGreenhall1961-b225","Myotis nigricans (Schinz, 1821)","Saccopteryx bilineata (Temminck, 1838)","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,5218731,"Saccopteryx bilineata (Temminck, 1838)","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Emballonuridae","Saccopteryx",1,44,359,734,9615,2433096,FALSE,"Mammalia","Saccopteryx bilineata",5218731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2882","GoodwinGreenhall1961-b225","Myotis nigricans (Schinz, 1821)","Saccopteryx bilineata (Temminck, 1838)","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,5218731,"Saccopteryx bilineata (Temminck, 1838)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Emballonuridae","Saccopteryx",1,44,359,734,9615,2433096,FALSE,"Mammalia","Saccopteryx bilineata",5218731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883","GoodwinGreenhall1961-b225","Myotis nigricans (Schinz, 1821)","Saccopteryx bilineata (Temminck, 1838)","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,5218731,"Saccopteryx bilineata (Temminck, 1838)","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Emballonuridae","Saccopteryx",1,44,359,734,9615,2433096,FALSE,"Mammalia","Saccopteryx bilineata",5218731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884","GoodwinGreenhall1961-b226","Myotis nigricans (Schinz, 1821)","Micronycteris megalotis (Gray, 1842)","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,2433289,"Micronycteris megalotis (Gray, 1842)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Micronycteris",1,44,359,734,9366,2433283,FALSE,"Mammalia","Micronycteris megalotis",2433289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885","GoodwinGreenhall1961-b226","Myotis nigricans (Schinz, 1821)","Micronycteris megalotis (Gray, 1842)","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,2433289,"Micronycteris megalotis (Gray, 1842)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Micronycteris",1,44,359,734,9366,2433283,FALSE,"Mammalia","Micronycteris megalotis",2433289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886","GoodwinGreenhall1961-b226","Myotis nigricans (Schinz, 1821)","Micronycteris megalotis (Gray, 1842)","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,2433289,"Micronycteris megalotis (Gray, 1842)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Micronycteris",1,44,359,734,9366,2433283,FALSE,"Mammalia","Micronycteris megalotis",2433289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2887","GoodwinGreenhall1961-b226","Myotis nigricans (Schinz, 1821)","Micronycteris megalotis (Gray, 1842)","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,2433289,"Micronycteris megalotis (Gray, 1842)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Micronycteris",1,44,359,734,9366,2433283,FALSE,"Mammalia","Micronycteris megalotis",2433289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2888","GoodwinGreenhall1961-b227","Myotis nigricans (Schinz, 1821)","Glossophaga soricina (Pallas, 1766)","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,2433194,"Glossophaga soricina (Pallas, 1766)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Glossophaga",1,44,359,734,9366,2433191,FALSE,"Mammalia","Glossophaga soricina",2433194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889","GoodwinGreenhall1961-b227","Myotis nigricans (Schinz, 1821)","Glossophaga soricina (Pallas, 1766)","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,2433194,"Glossophaga soricina (Pallas, 1766)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Glossophaga",1,44,359,734,9366,2433191,FALSE,"Mammalia","Glossophaga soricina",2433194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890","GoodwinGreenhall1961-b228","Myotis nigricans (Schinz, 1821)","Carollia perspicillata (Linnaeus, 1758)","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,2433176,"Carollia perspicillata (Linnaeus, 1758)","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Carollia",1,44,359,734,9366,2433174,FALSE,"Mammalia","Carollia perspicillata",2433176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2891","GoodwinGreenhall1961-b228","Myotis nigricans (Schinz, 1821)","Carollia perspicillata (Linnaeus, 1758)","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,2433176,"Carollia perspicillata (Linnaeus, 1758)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Carollia",1,44,359,734,9366,2433174,FALSE,"Mammalia","Carollia perspicillata",2433176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892","GoodwinGreenhall1961-b228","Myotis nigricans (Schinz, 1821)","Carollia perspicillata (Linnaeus, 1758)","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,2433176,"Carollia perspicillata (Linnaeus, 1758)","SPECIES","ACCEPTED",96,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Carollia",1,44,359,734,9366,2433174,FALSE,"Mammalia","Carollia perspicillata",2433176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2893","GoodwinGreenhall1961-b228","Myotis nigricans (Schinz, 1821)","Carollia perspicillata (Linnaeus, 1758)","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,2433176,"Carollia perspicillata (Linnaeus, 1758)","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Carollia",1,44,359,734,9366,2433174,FALSE,"Mammalia","Carollia perspicillata",2433176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894","GoodwinGreenhall1961-b228","Myotis nigricans (Schinz, 1821)","Carollia perspicillata (Linnaeus, 1758)","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,2433176,"Carollia perspicillata (Linnaeus, 1758)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Carollia",1,44,359,734,9366,2433174,FALSE,"Mammalia","Carollia perspicillata",2433176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2895","GoodwinGreenhall1961-b228","Myotis nigricans (Schinz, 1821)","Carollia perspicillata (Linnaeus, 1758)","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,2433176,"Carollia perspicillata (Linnaeus, 1758)","SPECIES","ACCEPTED",96,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Carollia",1,44,359,734,9366,2433174,FALSE,"Mammalia","Carollia perspicillata",2433176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896","GoodwinGreenhall1961-b23","Saccopteryx leptura (Schreber, 1774)","Vampyrops helleri Peters, 1866","co-roosts with","Caribbean","Trinidad and Tobago","","yes",NA,NA,NA,9079756,"Vampyrops helleri Peters, 1866","SPECIES","SYNONYM",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Platyrrhinus",1,44,359,734,9366,2433241,TRUE,"Mammalia","Platyrrhinus helleri",5218762,5218762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897","GoodwinGreenhall1961-b230","Molossus ater E.Geoffroy, 1805","Phyllostomus hastatus (Pallas, 1767)","co-roosts with","#N/A","Trinidad ","","yes",NA,NA,NA,2433279,"Phyllostomus hastatus (Pallas, 1767)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Phyllostomus",1,44,359,734,9366,2433278,FALSE,"Mammalia","Phyllostomus hastatus",2433279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898","GoodwinGreenhall1961-b230","Molossus ater E.Geoffroy, 1805","Phyllostomus hastatus (Pallas, 1767)","co-roosts with","#N/A","Trinidad ","","yes",NA,NA,NA,2433279,"Phyllostomus hastatus (Pallas, 1767)","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Phyllostomus",1,44,359,734,9366,2433278,FALSE,"Mammalia","Phyllostomus hastatus",2433279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2899","GoodwinGreenhall1961-b230","Molossus ater E.Geoffroy, 1805","Phyllostomus hastatus (Pallas, 1767)","co-roosts with","#N/A","Trinidad ","","yes",NA,NA,NA,2433279,"Phyllostomus hastatus (Pallas, 1767)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Phyllostomus",1,44,359,734,9366,2433278,FALSE,"Mammalia","Phyllostomus hastatus",2433279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2900","GoodwinGreenhall1961-b230","Molossus ater E.Geoffroy, 1805","Phyllostomus hastatus (Pallas, 1767)","co-roosts with","#N/A","Trinidad ","","yes",NA,NA,NA,2433279,"Phyllostomus hastatus (Pallas, 1767)","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Phyllostomus",1,44,359,734,9366,2433278,FALSE,"Mammalia","Phyllostomus hastatus",2433279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2901","GoodwinGreenhall1961-b230","Molossus ater E.Geoffroy, 1805","Phyllostomus hastatus (Pallas, 1767)","co-roosts with","#N/A","Trinidad ","","yes",NA,NA,NA,2433279,"Phyllostomus hastatus (Pallas, 1767)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Phyllostomus",1,44,359,734,9366,2433278,FALSE,"Mammalia","Phyllostomus hastatus",2433279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2902","GoodwinGreenhall1961-b230","Molossus ater E.Geoffroy, 1805","Phyllostomus hastatus (Pallas, 1767)","co-roosts with","#N/A","Trinidad ","","yes",NA,NA,NA,2433279,"Phyllostomus hastatus (Pallas, 1767)","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Phyllostomus",1,44,359,734,9366,2433278,FALSE,"Mammalia","Phyllostomus hastatus",2433279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2903","GoodwinGreenhall1961-b25","Saccopteryx leptura (Schreber, 1774)","Saccopteryx bilineata (Temminck, 1838)","co-roosts with","Caribbean","Trinidad and Tobago","tree","yes",NA,NA,NA,5218731,"Saccopteryx bilineata (Temminck, 1838)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Emballonuridae","Saccopteryx",1,44,359,734,9615,2433096,FALSE,"Mammalia","Saccopteryx bilineata",5218731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2904","GoodwinGreenhall1961-b25","Saccopteryx leptura (Schreber, 1774)","Saccopteryx bilineata (Temminck, 1838)","co-roosts with","Caribbean","Trinidad and Tobago","tree","yes",NA,NA,NA,5218731,"Saccopteryx bilineata (Temminck, 1838)","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Emballonuridae","Saccopteryx",1,44,359,734,9615,2433096,FALSE,"Mammalia","Saccopteryx bilineata",5218731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2905","GoodwinGreenhall1961-b26","Saccopteryx leptura (Schreber, 1774)","Artibeus jamaicensis Leach, 1821","co-roosts with","Caribbean","Trinidad and Tobago","tree","yes",NA,NA,NA,2433272,"Artibeus jamaicensis Leach, 1821","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Artibeus",1,44,359,734,9366,2433258,FALSE,"Mammalia","Artibeus jamaicensis",2433272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2906","GoodwinGreenhall1961-b26","Saccopteryx leptura (Schreber, 1774)","Artibeus jamaicensis Leach, 1821","co-roosts with","Caribbean","Trinidad and Tobago","tree","yes",NA,NA,NA,2433272,"Artibeus jamaicensis Leach, 1821","SPECIES","ACCEPTED",94,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Artibeus",1,44,359,734,9366,2433258,FALSE,"Mammalia","Artibeus jamaicensis",2433272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2907","GoodwinGreenhall1961-b26","Saccopteryx leptura (Schreber, 1774)","Artibeus jamaicensis Leach, 1821","co-roosts with","Caribbean","Trinidad and Tobago","tree","yes",NA,NA,NA,2433272,"Artibeus jamaicensis Leach, 1821","SPECIES","ACCEPTED",94,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Artibeus",1,44,359,734,9366,2433258,FALSE,"Mammalia","Artibeus jamaicensis",2433272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2908","GoodwinGreenhall1961-b26","Saccopteryx leptura (Schreber, 1774)","Artibeus jamaicensis Leach, 1821","co-roosts with","Caribbean","Trinidad and Tobago","tree","yes",NA,NA,NA,2433272,"Artibeus jamaicensis Leach, 1821","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Artibeus",1,44,359,734,9366,2433258,FALSE,"Mammalia","Artibeus jamaicensis",2433272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2909","GoodwinGreenhall1961-b27","Saccopteryx leptura (Schreber, 1774)","Artibeus lituratus (Olfers, 1818)","co-roosts with","Caribbean","Trinidad and Tobago","tree","yes",NA,NA,NA,2433270,"Artibeus lituratus (Olfers, 1818)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Artibeus",1,44,359,734,9366,2433258,FALSE,"Mammalia","Artibeus lituratus",2433270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2910","GoodwinGreenhall1961-b27","Saccopteryx leptura (Schreber, 1774)","Artibeus lituratus (Olfers, 1818)","co-roosts with","Caribbean","Trinidad and Tobago","tree","yes",NA,NA,NA,2433270,"Artibeus lituratus (Olfers, 1818)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Artibeus",1,44,359,734,9366,2433258,FALSE,"Mammalia","Artibeus lituratus",2433270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2911","GoodwinGreenhall1961-b27","Saccopteryx leptura (Schreber, 1774)","Artibeus lituratus (Olfers, 1818)","co-roosts with","Caribbean","Trinidad and Tobago","tree","yes",NA,NA,NA,2433270,"Artibeus lituratus (Olfers, 1818)","SPECIES","ACCEPTED",94,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Artibeus",1,44,359,734,9366,2433258,FALSE,"Mammalia","Artibeus lituratus",2433270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
