"","occurenceId","sourceTaxonName","targetTaxonName","interactionTypeName","localityContinent","localityCountry","roostCat1"
"11029","MenzelEtal2001-a12","Nycticeius humeralis","","roost in","","","anthropogenic"
"11030","MenzelEtal2001-a13","Nycticeius humeralis","","roost in","North America","United States","anthropogenic"
"11031","MenzelEtal2001-a14","Nycticeius humeralis","","roost in","North America","United States","anthropogenic"
"11032","MenzelEtal2001-a15","Nycticeius humeralis","","roost in","North America","United States","anthropogenic"
"11033","MenzelEtal2001-a16","Nycticeius humeralis","","roost in","North America","United States","anthropogenic"
"11034","MenzelEtal2001-a17","Nycticeius humeralis","","roost in","North America","United States","anthropogenic"
"11035","MenzelEtal2001-a18","Nycticeius humeralis","","roost in","North America","United States","anthropogenic"
"11036","MenzelEtal2001-a19","Nycticeius humeralis","","roost in","North America","United States","anthropogenic"
"11037","MenzelEtal2001-a2","Nycticeius humeralis","","roost in","","","tree"
"11038","MenzelEtal2001-a20","Nycticeius humeralis","","roost in","North America","United States","tree"
"11039","MenzelEtal2001-a21","Nycticeius humeralis","","roost in","North America","United States","tree"
"11040","MenzelEtal2001-a22","Nycticeius humeralis","long leaf pine","roost in","North America","United States","tree"
"11041","MenzelEtal2001-a23","Nycticeius humeralis","long leaf pine","roost in","North America","United States","tree"
"11042","MenzelEtal2001-a24","Nycticeius humeralis","long leaf pine","roost in","North America","United States","tree"
"11043","MenzelEtal2001-a25","Nycticeius humeralis","","roost in","North America","United States","tree"
"11044","MenzelEtal2001-a3","Nycticeius humeralis","","roost in","","","tree"
"11045","MenzelEtal2001-a4","Nycticeius humeralis","","roost in","","","tree"
"11046","MenzelEtal2001-a5","Nycticeius humeralis","","roost in","","","tree"
"11047","MenzelEtal2001-a6","Nycticeius humeralis","","roost in","","","tree"
"11048","MenzelEtal2001-a7","Nycticeius humeralis","","roost in","","","tree"
"11049","MenzelEtal2001-a8","Nycticeius humeralis","","roost in","","","tree"
"11050","MenzelEtal2001-a9","Nycticeius humeralis","","roost in","","","tree"
"11051","Mohr1936-a1","Myotis sodalis","","roost in","North America","United States","cave"
"11052","Mohr1936-a10","Myotis sodalis","","roost in","North America","United States","cave"
"11053","Mohr1936-a11","Myotis sodalis","","roost in","North America","United States","cave"
"11054","Mohr1936-a12","Myotis lucifugus ","","roost in","North America","United States","cave"
"11055","Mohr1936-a13","Myotis sodalis","","roost in","North America","United States","cave"
"11056","Mohr1936-a14","Myotis sodalis","","roost in","North America","United States","cave"
"11057","Mohr1936-a15","Myotis sodalis","","roost in","North America","United States","cave"
"11058","Mohr1936-a16","Myotis sodalis","","roost in","North America","United States","cave"
"11059","Mohr1936-a17","Eptesicus fuscus","","roost in","North America","United States","cave"
"11060","Mohr1936-a18","Pipistrellus subflavus","","roost in","North America","United States","cave"
"11061","Mohr1936-a19","Myotis lucifugus","","roost in","North America","United States","cave"
"11062","Mohr1936-a2","Myotis subulatus","","roost in","North America","United States","cave"
"11063","Mohr1936-a20","Myotis keenii ","","roost in","North America","United States","cave"
"11064","Mohr1936-a3","Pipistrellus","","roost in","North America","United States","cave"
"11065","Mohr1936-a4","Myotis sodalis","","roost in","North America","United States","cave"
"11066","Mohr1936-a5","Myotis sodalis","","roost in","North America","United States","cave"
"11067","Mohr1936-a6","Myotis sodalis","","roost in","North America","United States","cave"
"11068","Mohr1936-a7","Myotis sodalis","","roost in","North America","United States","cave"
"11069","Mohr1936-a8","Myotis sodalis","","roost in","North America","United States","cave"
"11070","Mohr1936-a9","Myotis sodalis","","roost in","North America","United States","cave"
"11071","Mohr1936-b1","Myotis sodalis","Myotis lucifugus ","co-roosts with","North America","United States","cave"
"11072","Mohr1936-b10","Pipistrellus subflavus","Myotis lucifugus","co-roosts with","North America","United States","cave"
"11073","Mohr1936-b11","Pipistrellus subflavus","Myotis keenii ","co-roosts with","North America","United States","cave"
"11074","Mohr1936-b12","Myotis lucifugus","Myotis keenii ","co-roosts with","North America","United States","cave"
"11075","Mohr1936-b2","Myotis sodalis","Eptesicus fuscus","co-roosts with","North America","United States","cave"
"11076","Mohr1936-b3","Myotis sodalis","Pipistrellus subflavus","co-roosts with","North America","United States","cave"
"11077","Mohr1936-b4","Myotis sodalis","Myotis lucifugus","co-roosts with","North America","United States","cave"
"11078","Mohr1936-b5","Myotis sodalis","Myotis keenii ","co-roosts with","North America","United States","cave"
"11079","Mohr1936-b6","Eptesicus fuscus","Pipistrellus subflavus","co-roosts with","North America","United States","cave"
"11080","Mohr1936-b7","Eptesicus fuscus","Myotis lucifugus","co-roosts with","North America","United States","cave"
"11081","Mohr1936-b8","Eptesicus fuscus","Myotis keenii ","co-roosts with","North America","United States","cave"
"11082","Mohr1936-b9","Pipistrellus subflavus","Myotis sodalis","co-roosts with","North America","United States","cave"
"11083","MoreiraMarreroEtal2021-a1","Tadarida brasiliensis","","roost in","South America","Uruguay","anthropogenic"
"11084","MoreiraMarreroEtal2021-a2","Myotis spp.","","roost in","South America","Uruguay","anthropogenic"
"11085","MoreiraMarreroEtal2021-b1","Tadarida brasiliensis","Myotis spp.","co-roosts with","South America","Uruguay","anthropogenic"
"11086","MoreiraMarreroEtal2021-p1","Tadarida brasiliensis","Herpesviridae","parasitized by","South America","Uruguay",""
"11087","MoreiraMarreroEtal2021-p10","Eumops bonariensis","Herpesviridae","parasitized by","South America","Uruguay",""
"11088","MoreiraMarreroEtal2021-p11","Desmodus rotundus","Gamma-HV","parasitized by","South America","Uruguay",""
"11089","MoreiraMarreroEtal2021-p12","Pteropus giganteus","KC692447.1 HV","parasitized by","Asia","Bangladesh",""
"11090","MoreiraMarreroEtal2021-p13","Tadarida brasiliensis","Herpesviridae","parasitized by","South America","Uruguay",""
"11091","MoreiraMarreroEtal2021-p14","Molossops temminckii","Beta-HV","parasitized by","South America","Uruguay",""
"11092","MoreiraMarreroEtal2021-p15","Molossus molossus","Beta-HV","parasitized by","South America","Uruguay",""
"11093","MoreiraMarreroEtal2021-p16","Tadarida brasiliensis","Beta-HV","parasitized by","South America","Uruguay",""
"11094","MoreiraMarreroEtal2021-p17","Eptesicus diminutus","Beta-HV","parasitized by","South America","Uruguay",""
"11095","MoreiraMarreroEtal2021-p18","Eptesicus furinalis","Beta-HV","parasitized by","South America","Uruguay",""
"11096","MoreiraMarreroEtal2021-p19","Myotis spp.","Beta-HV","parasitized by","South America","Uruguay",""
"11097","MoreiraMarreroEtal2021-p2","Desmodus rotundus","Herpesviridae","parasitized by","South America","Uruguay",""
"11098","MoreiraMarreroEtal2021-p20","Molossus molossus","Gamma-HV","parasitized by","South America","Uruguay",""
"11099","MoreiraMarreroEtal2021-p21","Molossus rufus","Gamma-HV","parasitized by","South America","Uruguay",""
"11100","MoreiraMarreroEtal2021-p22","Tadarida brasiliensis","Gamma-HV","parasitized by","South America","Uruguay",""
"11101","MoreiraMarreroEtal2021-p23","Eptesicus furinalis","Gamma-HV","parasitized by","South America","Uruguay",""
"11102","MoreiraMarreroEtal2021-p24","Myotis spp.","Gamma-HV","parasitized by","South America","Uruguay",""
